player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year
山田 遥楓,29,46,41,1,11,2,0,0,13,1,0,0,0,0,4,0,1,6,0,0.268,0.317,0.348,日本ハム,2023
王 柏融,20,45,42,5,10,0,1,1,15,5,0,0,0,0,3,0,0,16,1,0.238,0.357,0.289,日本ハム,2023
アストゥディーヨ,20,50,44,2,6,1,0,1,10,3,0,0,0,1,2,0,3,2,3,0.136,0.227,0.22,ソフトバンク,2023
有原 航平,17,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,ソフトバンク,2023
生海,13,21,20,2,4,0,0,0,4,0,0,0,0,0,1,0,0,5,0,0.2,0.2,0.238,ソフトバンク,2023
石川 柊太,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,ソフトバンク,2023
井上 朋也,15,41,38,3,10,2,0,1,15,3,0,0,0,0,3,0,0,10,0,0.263,0.395,0.317,ソフトバンク,2023
今宮 健太,126,484,427,38,109,22,0,9,158,48,4,0,24,4,27,1,2,58,14,0.255,0.37,0.3,ソフトバンク,2023
上林 誠知,56,99,92,14,17,3,1,0,22,9,1,1,2,1,3,0,1,30,1,0.185,0.239,0.216,ソフトバンク,2023
海野 隆司,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,ソフトバンク,2023
ガルビス,19,34,33,1,5,0,0,0,5,1,0,0,0,0,0,0,1,11,1,0.152,0.152,0.176,ソフトバンク,2023
甲斐 拓也,139,420,366,35,74,16,1,10,122,44,0,0,18,2,31,0,3,117,5,0.202,0.333,0.269,ソフトバンク,2023
川瀬 晃,102,208,178,25,42,7,3,0,55,15,2,2,18,1,9,1,2,23,3,0.236,0.309,0.279,ソフトバンク,2023
川原田 純平,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ソフトバンク,2023
栗原 陵矢,96,387,352,24,84,14,0,13,137,49,0,1,1,2,28,0,4,81,6,0.239,0.389,0.301,ソフトバンク,2023
近藤 健介,143,613,492,75,149,33,0,26,260,87,3,4,0,6,109,7,6,117,7,0.303,0.528,0.431,ソフトバンク,2023
佐藤 直樹,41,31,30,6,5,1,0,1,9,2,3,1,1,0,0,0,0,16,0,0.167,0.3,0.167,ソフトバンク,2023
周東 佑京,114,268,237,52,57,5,1,2,70,17,36,7,7,1,20,0,3,56,3,0.241,0.295,0.307,ソフトバンク,2023
スチュワート・ジュニア,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2023
谷川原 健太,61,46,43,8,10,1,0,0,11,3,2,1,0,0,3,0,0,12,0,0.233,0.256,0.283,ソフトバンク,2023
デスパイネ,20,49,42,0,3,0,0,0,3,0,0,0,0,0,7,0,0,13,2,0.071,0.071,0.204,ソフトバンク,2023
中村 晃,136,585,511,52,140,13,2,5,172,37,0,2,7,4,60,3,3,53,8,0.274,0.337,0.351,ソフトバンク,2023
野村 勇,50,95,81,14,13,2,0,3,24,7,1,0,1,1,8,0,4,33,0,0.16,0.296,0.266,ソフトバンク,2023
野村 大樹,41,83,74,7,16,2,0,1,21,4,1,0,4,1,4,0,0,22,5,0.216,0.284,0.253,ソフトバンク,2023
板東 湧梧,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2023
東浜 巨,17,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2023
藤井 皓哉,34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2023
ホーキンス,3,10,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0.0,0.0,0.0,ソフトバンク,2023
牧原 大成,91,387,359,40,93,13,1,2,114,32,3,2,7,5,11,1,5,66,6,0.259,0.318,0.287,ソフトバンク,2023
正木 智也,15,30,26,2,1,0,0,0,1,1,0,0,0,0,3,0,1,10,0,0.038,0.038,0.167,ソフトバンク,2023
増田 珠,35,75,66,7,12,2,0,1,17,3,0,0,1,0,5,0,3,17,0,0.182,0.258,0.27,ソフトバンク,2023
嶺井 博希,44,39,34,3,7,2,0,2,15,6,0,0,3,1,0,0,1,10,1,0.206,0.441,0.222,ソフトバンク,2023
三森 大貴,102,316,296,40,77,8,2,5,104,21,14,8,8,0,12,0,0,48,4,0.26,0.351,0.289,ソフトバンク,2023
柳田 悠岐,143,625,546,57,163,29,3,22,264,85,1,0,0,6,64,1,9,97,9,0.299,0.484,0.378,ソフトバンク,2023
柳町 達,116,375,311,27,80,18,1,0,100,34,2,1,4,1,58,0,1,104,8,0.257,0.322,0.375,ソフトバンク,2023
吉田 賢吾,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ソフトバンク,2023
リチャード,22,64,61,2,7,1,0,0,8,1,0,0,0,0,2,0,1,25,0,0.115,0.131,0.156,ソフトバンク,2023
和田 毅,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2023
愛斗,73,267,257,19,55,18,0,4,85,15,2,5,4,1,3,2,2,55,7,0.214,0.331,0.228,西武,2023
呉 念庭,41,92,78,8,16,2,1,1,23,11,1,0,1,0,13,0,0,25,2,0.205,0.295,0.319,西武,2023
エンス,12,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,2.0,1.0,西武,2023
金子 侑司,47,91,84,6,15,2,1,0,19,2,1,2,1,1,4,0,1,24,2,0.179,0.226,0.222,西武,2023
川越 誠司,12,38,30,2,4,0,0,1,7,5,0,0,1,0,6,0,1,13,0,0.133,0.233,0.297,西武,2023
岸 潤一郎,61,197,177,16,37,5,0,3,51,12,3,2,4,1,11,0,4,33,6,0.209,0.288,0.269,西武,2023
栗山 巧,77,191,157,17,34,4,0,7,59,19,1,0,0,2,31,1,1,32,7,0.217,0.376,0.346,西武,2023
源田 壮亮,100,435,397,30,102,9,4,0,119,22,5,6,8,1,26,0,3,82,5,0.257,0.3,0.307,西武,2023
古賀 悠斗,100,282,239,12,52,14,0,2,72,20,1,0,17,0,23,2,3,54,8,0.218,0.301,0.294,西武,2023
児玉 亮涼,56,132,122,11,27,3,2,0,34,8,2,3,5,1,4,0,0,30,2,0.221,0.279,0.244,西武,2023
佐藤 龍世,91,257,209,27,55,9,3,3,79,16,2,1,3,1,42,0,2,41,6,0.263,0.378,0.39,西武,2023
鈴木 将平,72,267,242,19,58,8,2,0,70,15,10,0,8,1,15,0,1,34,3,0.24,0.289,0.286,西武,2023
隅田 知一郎,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,西武,2023
平良 海馬,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,西武,2023
高木 渉,5,19,19,0,3,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0.158,0.158,0.158,西武,2023
髙橋 光成,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,西武,2023
髙松 渡,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,西武,2023
滝澤 夏央,16,17,16,4,3,0,0,1,6,1,0,0,1,0,0,0,0,4,0,0.188,0.375,0.188,西武,2023
柘植 世那,59,137,125,5,23,4,0,0,27,13,0,1,6,1,3,0,2,23,5,0.184,0.216,0.214,西武,2023
外崎 修汰,136,571,503,60,131,28,3,12,201,54,26,3,3,4,56,0,5,114,11,0.26,0.4,0.338,西武,2023
中村 剛也,88,322,283,34,73,12,0,17,136,40,1,0,0,3,31,3,5,76,7,0.258,0.481,0.339,西武,2023
西川 愛也,41,109,97,9,22,4,0,1,29,8,4,1,5,1,5,0,1,16,0,0.227,0.299,0.269,西武,2023
長谷川 信哉,59,198,180,17,40,9,0,4,61,12,3,4,2,2,11,1,3,34,3,0.222,0.339,0.276,西武,2023
平沼 翔太,67,110,102,16,25,2,2,2,37,6,3,1,1,1,5,0,1,18,3,0.245,0.363,0.284,西武,2023
蛭間 拓哉,56,223,198,17,46,6,0,2,58,20,0,0,9,2,14,0,0,37,2,0.232,0.293,0.28,西武,2023
古市 尊,29,56,50,2,8,0,0,0,8,0,0,1,3,0,2,0,1,13,0,0.16,0.16,0.208,西武,2023
ペイトン,57,225,205,18,44,8,0,5,67,22,1,2,3,2,14,0,1,46,6,0.215,0.327,0.266,西武,2023
マキノン,127,514,464,50,120,17,2,15,186,50,1,1,0,2,48,0,0,91,7,0.259,0.401,0.327,西武,2023
松本 航,20,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.0,0.0,0.0,西武,2023
山川 穂高,17,62,59,3,15,4,0,0,19,5,0,0,0,0,3,0,0,17,1,0.254,0.322,0.29,西武,2023
山野辺 翔,35,43,39,4,8,1,0,0,9,2,6,2,2,0,1,0,1,3,0,0.205,0.231,0.244,西武,2023
山村 崇嘉,4,15,14,3,4,0,0,2,10,3,0,0,0,0,1,0,0,5,0,0.286,0.714,0.333,西武,2023
陽川 尚将,9,28,24,1,4,0,0,1,7,1,0,0,0,0,2,0,2,11,0,0.167,0.292,0.286,西武,2023
與座 海人,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,西武,2023
若林 楽人,36,94,90,7,22,5,1,1,32,7,4,2,2,0,2,0,0,30,2,0.244,0.356,0.261,西武,2023
渡部 健人,57,209,192,17,41,13,0,6,72,25,2,1,0,1,11,0,5,63,2,0.214,0.375,0.273,西武,2023
池田 来翔,40,118,104,17,28,6,1,2,42,8,0,0,5,0,6,0,3,17,1,0.269,0.404,0.327,ロッテ,2023
石川 慎吾,44,118,112,10,39,6,0,2,51,10,0,0,0,0,6,1,0,20,2,0.348,0.455,0.381,ロッテ,2023
井上 晴哉,32,106,95,3,17,6,0,1,26,8,1,0,0,1,9,0,1,24,2,0.179,0.274,0.255,ロッテ,2023
植田 将太,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ロッテ,2023
江村 直也,4,10,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.0,0.0,0.0,ロッテ,2023
大下 誠一郎,23,28,22,2,5,0,0,1,8,2,0,1,1,0,2,0,3,7,0,0.227,0.364,0.37,ロッテ,2023
岡 大海,109,372,319,50,90,16,3,7,133,33,15,4,8,0,37,0,8,56,5,0.282,0.417,0.371,ロッテ,2023
小川 龍成,52,24,20,7,3,1,0,0,4,1,3,3,3,0,1,0,0,7,0,0.15,0.2,0.19,ロッテ,2023
荻野 貴司,50,203,183,19,44,8,1,1,57,19,1,0,1,2,11,1,6,16,4,0.24,0.311,0.302,ロッテ,2023
小島 和哉,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,ロッテ,2023
小沼 健太,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2023
カスティーヨ,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ロッテ,2023
柿沼 友哉,18,38,29,2,3,0,0,0,3,1,0,0,5,0,3,0,1,6,0,0.103,0.103,0.212,ロッテ,2023
角中 勝也,86,244,216,20,64,16,1,9,109,39,1,0,3,3,21,2,1,43,0,0.296,0.505,0.357,ロッテ,2023
佐々木 朗希,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,ロッテ,2023
佐藤 都志也,103,278,239,19,52,12,1,4,78,22,0,2,12,2,22,0,3,45,4,0.218,0.326,0.289,ロッテ,2023
菅野 剛士,6,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.1,0.1,0.182,ロッテ,2023
種市 篤暉,23,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,ロッテ,2023
田村 龍弘,78,214,181,6,30,3,0,2,39,19,0,1,15,3,13,0,2,38,3,0.166,0.215,0.226,ロッテ,2023
茶谷 健太,79,187,169,18,48,6,1,0,56,9,2,0,4,1,11,0,2,26,2,0.284,0.331,0.333,ロッテ,2023
友杉 篤輝,64,209,185,21,47,7,0,0,54,9,9,3,14,1,9,0,0,31,1,0.254,0.292,0.287,ロッテ,2023
中村 奨吾,137,584,508,61,112,23,0,11,168,48,3,1,13,4,52,2,7,89,20,0.22,0.331,0.299,ロッテ,2023
平沢 大河,57,170,135,19,23,1,0,3,33,8,3,1,6,1,25,0,3,43,4,0.17,0.244,0.311,ロッテ,2023
ブロッソー,37,147,136,9,26,10,0,1,39,11,0,0,0,5,2,0,4,30,1,0.191,0.287,0.218,ロッテ,2023
福田 秀平,3,9,8,0,2,0,0,0,2,0,1,0,0,0,1,0,0,3,0,0.25,0.25,0.333,ロッテ,2023
藤岡 裕大,93,380,310,34,86,20,0,1,109,22,7,2,10,2,54,1,4,66,4,0.277,0.352,0.389,ロッテ,2023
藤原 恭大,103,361,328,35,78,15,2,3,106,21,5,2,10,1,18,0,4,78,3,0.238,0.323,0.285,ロッテ,2023
ポランコ,125,497,447,43,108,15,0,26,201,75,0,0,0,3,47,5,0,92,3,0.242,0.45,0.312,ロッテ,2023
松川 虎生,9,18,16,1,3,0,0,0,3,1,0,0,1,0,1,0,0,4,1,0.188,0.188,0.235,ロッテ,2023
美馬 学,18,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,ロッテ,2023
メルセデス,22,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,ロッテ,2023
安田 尚憲,122,472,416,33,99,24,0,9,150,43,2,0,0,5,49,2,2,95,10,0.238,0.361,0.318,ロッテ,2023
山口 航輝,115,474,421,46,99,21,0,14,162,57,0,0,0,5,43,6,5,122,7,0.235,0.385,0.31,ロッテ,2023
山本 大斗,2,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0.143,0.143,0.143,ロッテ,2023
和田 康士朗,80,113,98,30,26,4,2,3,43,9,20,1,3,0,9,0,3,32,0,0.265,0.439,0.345,ロッテ,2023
アドゥワ 誠,20,32,29,1,1,0,0,0,1,0,0,0,3,0,0,0,0,14,0,0.034,0.034,0.034,広島,2024
會澤 翼,57,159,150,9,28,6,0,0,34,13,0,0,0,0,7,1,2,43,6,0.187,0.227,0.233,広島,2024
秋山 翔吾,138,587,547,60,158,20,1,4,192,30,6,5,2,4,29,3,5,96,6,0.289,0.351,0.328,広島,2024
石原 貴規,56,139,122,11,28,6,0,3,43,11,0,0,5,2,5,1,5,22,1,0.23,0.352,0.284,広島,2024
磯村 嘉孝,10,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.0,0.1,広島,2024
上本 崇司,62,146,129,16,27,2,0,0,29,7,0,2,9,0,4,0,4,24,3,0.209,0.225,0.255,広島,2024
宇草 孔基,41,75,66,10,16,2,0,3,27,8,3,1,3,0,4,0,2,22,1,0.242,0.409,0.306,広島,2024
内田 湘大,1,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,広島,2024
大瀬良 大地,25,45,42,0,2,0,0,0,2,0,0,0,3,0,0,0,0,21,2,0.048,0.048,0.048,広島,2024
大盛 穂,74,35,31,7,7,2,0,0,9,4,2,1,2,0,2,0,0,10,0,0.226,0.29,0.273,広島,2024
河野 佳,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2024
菊池 涼介,136,497,453,27,109,19,0,9,155,38,2,2,17,1,25,3,1,69,9,0.241,0.342,0.281,広島,2024
久保 修,19,18,17,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0.059,0.059,0.111,広島,2024
九里 亜蓮,23,39,31,0,0,0,0,0,0,2,0,0,7,1,0,0,0,18,0,0.0,0.0,0.0,広島,2024
黒原 拓未,53,2,1,1,1,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1.0,3.0,1.0,広島,2024
小園 海斗,143,588,540,52,151,15,3,2,178,61,13,9,7,5,30,6,6,53,6,0.28,0.33,0.322,広島,2024
坂倉 将吾,121,462,427,43,119,19,1,12,176,44,3,2,1,2,31,3,1,80,7,0.279,0.412,0.328,広島,2024
佐藤 啓介,7,17,15,1,2,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0.133,0.133,0.235,広島,2024
シャイナー,12,31,30,1,4,1,0,1,8,5,0,0,0,0,1,0,0,9,1,0.133,0.267,0.161,広島,2024
末包 昇大,79,304,286,22,68,14,0,9,109,37,1,2,0,0,12,0,6,85,6,0.238,0.381,0.283,広島,2024
滝田 一希,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,広島,2024
田中 広輔,66,108,96,5,15,2,0,2,23,7,1,1,0,2,9,0,1,26,2,0.156,0.24,0.231,広島,2024
玉村 昇悟,15,19,18,1,3,0,0,0,3,2,0,0,1,0,0,0,0,9,1,0.167,0.167,0.167,広島,2024
田村 俊介,37,106,101,4,20,3,2,0,27,5,1,1,1,0,3,1,1,27,2,0.198,0.267,0.229,広島,2024
常廣 羽也斗,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,広島,2024
堂林 翔太,87,273,244,15,56,13,0,1,72,17,0,2,9,3,16,0,1,67,4,0.23,0.295,0.277,広島,2024
床田 寛樹,26,52,45,1,8,0,0,0,8,1,0,0,7,0,0,0,0,7,0,0.178,0.178,0.178,広島,2024
仲田 侑仁,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0.25,広島,2024
中村 健人,12,24,24,1,2,0,0,1,5,2,0,0,0,0,0,0,0,8,0,0.083,0.208,0.083,広島,2024
中村 奨成,30,70,69,4,10,2,0,0,12,1,0,1,0,0,1,0,0,13,1,0.145,0.174,0.157,広島,2024
中村 貴浩,11,25,24,4,5,0,0,0,5,3,0,0,1,0,0,0,0,5,1,0.208,0.208,0.208,広島,2024
韮澤 雄也,11,15,15,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0.133,0.133,0.133,広島,2024
野間 峻祥,113,443,391,40,106,14,5,1,133,28,8,5,3,1,43,1,5,52,9,0.271,0.34,0.35,広島,2024
野村 祐輔,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,広島,2024
ハッチ,5,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0.167,0.167,0.167,広島,2024
羽月 隆太郎,53,25,22,12,5,1,0,0,6,1,12,7,2,0,1,0,0,8,0,0.227,0.273,0.261,広島,2024
林 晃汰,27,64,60,4,11,4,0,0,15,2,0,0,0,0,4,1,0,20,3,0.183,0.25,0.234,広島,2024
二俣 翔一,80,122,107,7,21,4,0,1,28,7,1,0,6,0,8,0,1,26,3,0.196,0.262,0.259,広島,2024
松山 竜平,65,78,73,2,13,4,0,1,20,10,0,0,0,1,4,3,0,12,5,0.178,0.274,0.218,広島,2024
森 翔平,5,8,6,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0.167,0.167,0.167,広島,2024
森下 暢仁,23,52,47,5,11,1,0,0,12,3,0,0,3,0,1,0,1,12,0,0.234,0.255,0.265,広島,2024
矢野 雅哉,137,495,430,45,112,13,6,2,143,38,13,10,20,4,38,1,3,109,8,0.26,0.333,0.322,広島,2024
レイノルズ,2,6,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0.0,0.0,0.167,広島,2024
石垣 雅海,9,10,10,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0.2,0.3,0.2,中日,2024
石川 昂弥,82,275,254,17,69,16,0,4,97,25,0,0,0,2,17,0,2,37,9,0.272,0.382,0.32,中日,2024
石橋 康太,11,29,24,1,5,2,0,0,7,3,0,0,3,1,1,1,0,7,1,0.208,0.292,0.231,中日,2024
板山 祐太郎,65,194,178,11,42,4,3,3,61,13,1,1,1,1,14,2,0,36,9,0.236,0.343,0.29,中日,2024
上林 誠知,46,102,94,6,18,1,1,1,24,3,0,0,1,0,7,1,0,22,0,0.191,0.255,0.248,中日,2024
鵜飼 航丞,12,27,27,1,5,2,0,0,7,3,0,0,0,0,0,0,0,10,1,0.185,0.259,0.185,中日,2024
宇佐見 真吾,61,164,152,7,46,8,0,3,63,17,0,0,1,2,9,0,0,38,5,0.303,0.414,0.337,中日,2024
梅津 晃大,14,19,18,1,2,0,0,0,2,0,0,0,1,0,0,0,0,9,0,0.111,0.111,0.111,中日,2024
大島 洋平,75,125,116,7,23,6,0,0,29,5,1,1,0,0,9,1,0,11,0,0.198,0.25,0.256,中日,2024
大野 雄大,9,15,12,1,1,0,0,0,1,1,0,0,2,0,1,0,0,7,0,0.083,0.083,0.154,中日,2024
小笠原 慎之介,24,44,36,0,3,0,0,0,3,0,0,0,7,0,1,0,0,17,0,0.083,0.083,0.108,中日,2024
岡林 勇希,123,460,425,34,109,10,3,0,125,12,10,7,6,0,29,2,0,62,2,0.256,0.294,0.304,中日,2024
尾田 剛樹,65,12,11,8,0,0,0,0,0,0,4,5,1,0,0,0,0,4,0,0.0,0.0,0.0,中日,2024
カリステ,114,393,372,30,97,11,1,7,131,36,2,2,3,3,15,3,0,67,9,0.261,0.352,0.287,中日,2024
加藤 匠馬,86,133,123,5,21,3,2,0,28,5,0,0,8,0,2,0,0,41,4,0.171,0.228,0.184,中日,2024
川越 誠司,27,75,71,4,19,3,0,2,28,7,0,0,0,0,4,0,0,17,2,0.268,0.394,0.307,中日,2024
木下 拓哉,74,203,180,11,41,4,0,3,54,9,0,0,14,0,9,0,0,26,9,0.228,0.3,0.265,中日,2024
後藤 駿太,29,35,32,1,4,0,0,0,4,1,0,0,1,0,2,0,0,9,0,0.125,0.125,0.176,中日,2024
高橋 周平,60,190,173,8,45,6,0,2,57,16,0,1,3,0,13,2,1,40,7,0.26,0.329,0.316,中日,2024
髙橋 宏斗,21,46,39,4,3,1,0,0,4,1,0,0,6,0,1,0,0,13,0,0.077,0.103,0.1,中日,2024
田中 幹也,112,343,313,26,70,8,2,2,88,23,5,1,10,0,20,1,0,46,3,0.224,0.281,0.27,中日,2024
辻本 倫太郎,13,20,18,0,3,0,0,0,3,0,0,0,1,0,1,1,0,0,1,0.167,0.167,0.211,中日,2024
ディカーソン,32,102,88,9,18,4,0,3,31,5,1,0,0,0,12,2,2,19,2,0.205,0.352,0.314,中日,2024
中島 宏之,15,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,1,0.0,0.0,0.133,中日,2024
中田 翔,62,225,212,15,46,10,0,4,68,21,0,0,0,3,9,2,1,34,9,0.217,0.321,0.249,中日,2024
根尾 昂,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0.5,1.0,0.5,中日,2024
橋本 侑樹,47,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,中日,2024
土生 翔太,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2024
ビシエド,15,46,43,2,9,1,0,1,13,2,0,0,0,0,2,1,1,3,3,0.209,0.302,0.261,中日,2024
樋口 正修,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2024
ブライト 健太,35,51,46,3,11,0,0,2,17,3,0,0,0,0,5,0,0,16,0,0.239,0.37,0.314,中日,2024
福 敬登,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,中日,2024
福谷 浩司,8,10,9,0,2,1,0,0,3,2,0,0,1,0,0,0,0,1,1,0.222,0.333,0.222,中日,2024
福永 裕基,111,402,363,40,111,22,2,6,155,32,9,3,4,2,27,1,6,82,4,0.306,0.427,0.362,中日,2024
藤嶋 健人,50,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,中日,2024
細川 成也,143,600,534,59,156,30,0,23,255,67,0,1,0,1,60,3,5,159,13,0.292,0.478,0.368,中日,2024
松木平 優太,8,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.0,0.0,0.0,中日,2024
松葉 貴大,17,30,24,1,5,0,0,0,5,2,0,0,6,0,0,0,0,8,0,0.208,0.208,0.208,中日,2024
味谷 大誠,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,中日,2024
三好 大倫,37,90,82,6,18,2,1,0,22,4,0,0,1,1,5,0,1,22,2,0.22,0.268,0.27,中日,2024
村松 開人,109,418,371,35,102,14,3,1,125,25,3,4,14,3,26,1,4,81,7,0.275,0.337,0.327,中日,2024
メヒア,15,17,11,0,0,0,0,0,0,0,0,0,5,0,1,0,0,5,0,0.0,0.0,0.083,中日,2024
柳 裕也,13,24,20,1,4,2,0,0,6,0,0,0,3,0,1,0,0,8,0,0.2,0.3,0.238,中日,2024
山本 泰寛,79,179,156,14,39,3,0,1,45,9,1,1,6,2,15,0,0,33,1,0.25,0.288,0.312,中日,2024
龍空,17,45,44,1,7,1,0,0,8,2,1,0,0,0,1,0,0,11,0,0.159,0.182,0.178,中日,2024
ロドリゲス,23,59,54,3,7,0,0,0,7,1,0,0,3,0,2,0,0,16,0,0.13,0.13,0.161,中日,2024
涌井 秀章,16,24,22,1,1,1,0,0,2,0,0,0,1,0,1,0,0,9,1,0.045,0.091,0.087,中日,2024
東 克樹,26,63,51,3,5,0,0,0,5,1,0,0,8,0,4,0,0,16,1,0.098,0.098,0.164,DeNA,2024
東妻 純平,3,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.5,1.0,0.5,DeNA,2024
石上 泰輝,26,79,71,3,13,4,0,0,17,3,2,0,2,0,6,2,0,17,3,0.183,0.239,0.247,DeNA,2024
石田 健大,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7,0,0.083,0.083,0.083,DeNA,2024
石田 裕太郎,12,18,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0.0,0.0,0.0,DeNA,2024
伊藤 光,39,94,88,7,18,4,0,1,25,14,0,0,0,0,4,0,2,24,1,0.205,0.284,0.255,DeNA,2024
井上 絢登,25,48,42,2,8,5,0,0,13,4,1,0,2,0,2,1,2,8,1,0.19,0.31,0.261,DeNA,2024
ウィック,43,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2024
蝦名 達夫,76,253,223,28,57,13,0,3,79,17,3,7,6,1,17,1,6,51,1,0.256,0.354,0.324,DeNA,2024
オースティン,106,445,396,66,125,34,2,25,238,69,0,1,0,4,45,2,0,88,12,0.316,0.601,0.382,DeNA,2024
大貫 晋一,15,30,24,1,2,0,0,0,2,0,0,0,5,0,1,0,0,9,0,0.083,0.083,0.12,DeNA,2024
梶原 昂希,91,351,339,49,99,16,3,4,133,30,16,2,1,0,7,3,4,98,2,0.292,0.392,0.314,DeNA,2024
神里 和毅,25,25,23,3,3,0,0,0,3,0,2,0,0,0,1,0,1,12,0,0.13,0.13,0.2,DeNA,2024
上茶谷 大河,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,DeNA,2024
京田 陽太,101,236,216,18,53,7,1,1,65,27,3,1,4,3,13,2,0,43,4,0.245,0.301,0.284,DeNA,2024
