player,team,ERA,G,W,L,SV,HLD,WPCT,BF,IP,HA,HRA,BB,HBP,SO,R,ER,WHIP,DIPS,year
福倉　健太郎,西武,4.50,1,0,0,0,0,0.0,10,2.0,1,0,4,0,2,1,1,2.50,7.12,2015
山崎　福也,オリックス,4.53,17,3,6,0,0,0.333,258,57.2,49,9,34,3,35,35,29,1.44,5.81,2015
辛島　航,楽天,4.58,14,5,7,0,0,0.417,332,76.2,74,7,29,0,56,41,39,1.34,3.94,2015
野村　祐輔,広島,4.64,15,5,8,0,0,0.385,384,87.1,110,11,23,3,51,53,45,1.52,4.48,2015
新垣　渚,ヤクルト,4.64,15,3,10,0,0,0.231,367,83.1,89,13,36,2,70,48,43,1.50,4.80,2015
鍵谷　陽平,日本ハム,4.67,40,5,3,0,15,0.625,159,34.2,45,3,12,1,32,23,18,1.64,3.52,2015
藤岡　好明,日本ハム,4.70,6,0,0,0,0,0.0,35,7.2,11,1,2,0,2,4,4,1.70,5.08,2015
加藤　正志,楽天,4.73,9,0,0,0,0,0.0,55,13.1,17,2,2,0,3,7,7,1.43,5.07,2015
成瀬　善久,ヤクルト,4.76,14,3,8,0,0,0.273,339,79.1,83,16,21,1,46,46,42,1.31,5.41,2015
古野　正人,ヤクルト,4.78,27,4,3,0,1,0.571,307,69.2,91,6,18,5,39,38,37,1.56,4.11,2015
永川　勝浩,広島,4.78,26,1,1,0,9,0.5,119,26.1,27,2,14,3,27,14,14,1.56,3.99,2015
有原　航平,日本ハム,4.79,18,8,6,0,0,0.571,453,103.1,113,13,32,3,81,60,55,1.40,4.20,2015
三嶋　一輝,DeNA,4.81,20,5,5,0,0,0.5,384,88.0,84,9,34,3,67,52,47,1.34,4.19,2015
浦野　博司,日本ハム,4.81,12,3,3,0,0,0.5,195,43.0,51,5,19,0,33,26,23,1.63,4.42,2015
東浜　巨,ソフトバンク,4.82,6,1,2,0,0,0.333,135,28.0,34,2,17,1,23,15,15,1.82,4.33,2015
カルロス・ロサ,ロッテ,4.97,29,1,3,0,11,0.25,126,29.0,33,4,11,0,21,16,16,1.52,4.60,2015
高崎　健太郎,DeNA,4.98,7,2,3,0,0,0.4,149,34.1,46,1,10,0,19,19,19,1.63,3.27,2015
内海　哲也,巨人,5.01,5,2,1,0,0,0.667,104,23.1,30,4,6,0,10,15,13,1.54,5.26,2015
須永　英輝,日本ハム,5.06,5,0,0,0,0,0.0,24,5.1,7,2,1,0,2,4,3,1.50,7.81,2015
前田　祐二,オリックス,5.09,15,1,1,0,2,0.5,88,17.2,24,2,12,1,13,11,10,2.04,5.16,2015
モスコーソ,DeNA,5.19,15,3,6,0,2,0.333,267,60.2,62,8,27,1,54,36,35,1.47,4.39,2015
宮田　和希,西武,5.21,18,1,0,0,0,1.0,91,19.0,19,3,15,0,15,11,11,1.79,5.96,2015
吉田　一将,オリックス,5.27,14,1,5,0,1,0.167,191,42.2,51,7,19,1,25,28,25,1.64,5.35,2015
森　雄大,楽天,5.29,3,0,2,0,0,0.0,75,17.0,16,1,9,1,17,10,10,1.47,3.65,2015
ライブリー,日本ハム,5.30,16,0,0,0,1,0.0,89,18.2,19,0,15,1,22,14,11,1.82,3.33,2015
郭　俊麟,西武,5.31,21,3,7,0,0,0.3,377,79.2,97,10,37,7,49,55,47,1.68,5.14,2015
伊藤　義弘,ロッテ,5.40,7,0,0,0,1,0.0,33,6.2,8,1,1,4,1,4,4,1.35,7.02,2015
筒井　和也,阪神,5.40,6,0,0,0,0,0.0,25,5.0,8,0,3,0,7,3,3,2.20,2.12,2015
佐野　泰雄,西武,5.40,2,0,0,0,0,0.0,26,5.0,6,1,5,0,4,4,3,2.20,7.12,2015
山田　修義,オリックス,5.51,7,0,1,0,0,0.0,79,16.1,17,1,13,1,12,11,10,1.84,5.02,2015
金森　敬之,ロッテ,5.66,16,1,0,0,1,1.0,95,20.2,29,4,6,1,17,13,13,1.69,5.01,2015
伊藤　準規,中日,5.68,2,0,0,0,0,0.0,33,6.1,9,0,3,1,3,6,4,1.89,4.07,2015
斎藤　佑樹,日本ハム,5.74,12,1,3,0,0,0.25,190,42.1,52,5,14,1,24,28,27,1.56,4.58,2015
松田　遼馬,阪神,5.74,30,3,2,0,3,0.6,143,31.1,36,4,15,1,31,20,20,1.63,4.33,2015
薮田　和樹,広島,5.76,6,1,2,0,0,0.333,120,25.0,25,3,20,2,18,16,16,1.80,5.88,2015
森福　允彦,ソフトバンク,5.82,32,0,2,0,14,0.0,79,17.0,25,2,3,0,16,11,11,1.65,3.30,2015
武田　勝,日本ハム,5.84,9,3,2,0,0,0.6,168,37.0,51,6,5,4,15,26,24,1.51,5.15,2015
川井　貴志,楽天,6.00,5,0,2,0,0,0.0,81,18.0,24,5,3,0,11,14,12,1.50,6.01,2015
近藤　一樹,オリックス,6.05,10,1,4,0,0,0.2,190,41.2,49,1,14,3,24,31,28,1.51,3.50,2015
笠原　将生,巨人,6.16,20,0,0,0,1,0.0,90,19.0,25,4,11,0,18,13,13,1.89,5.70,2015
八木　亮祐,ヤクルト,6.30,2,0,2,0,0,0.0,47,10.0,14,2,3,0,5,7,7,1.70,5.32,2015
唐川　侑己,ロッテ,6.32,12,5,4,0,0,0.556,288,62.2,78,9,27,3,31,45,44,1.68,5.43,2015
土田　瑞起,巨人,6.39,11,1,0,0,0,1.0,57,12.2,14,1,6,0,13,9,9,1.58,3.51,2015
岩尾　利弘,西武,6.52,21,1,0,0,3,1.0,140,29.0,34,0,18,3,29,22,21,1.79,3.29,2015
新垣　勇人,日本ハム,6.55,3,1,2,0,0,0.333,46,11.0,14,5,1,0,8,8,8,1.36,7.85,2015
クロッタ,日本ハム,6.59,30,2,2,0,7,0.5,145,28.2,36,2,19,5,18,24,21,1.92,5.18,2015
釜田　佳直,楽天,6.75,4,1,1,0,0,0.5,96,20.0,28,4,9,0,12,16,15,1.85,5.87,2015
中山　慎也,オリックス,6.75,8,0,0,0,0,0.0,70,14.2,21,3,4,2,10,12,11,1.70,5.64,2015
横山　雄哉,阪神,6.75,4,0,2,0,0,0.0,66,13.1,15,2,11,1,12,10,10,1.95,5.97,2015
岩嵜　翔,ソフトバンク,6.75,8,1,0,0,2,1.0,46,10.2,11,3,4,0,5,8,8,1.41,6.96,2015
藤江　均,楽天,6.75,2,0,0,0,0,0.0,25,5.1,7,0,3,0,2,4,4,1.88,4.06,2015
東野　峻,DeNA,6.75,3,0,0,0,0,0.0,20,4.0,4,0,4,0,0,3,3,2.00,6.12,2015
鈴木　翔太,中日,6.75,2,0,0,0,0,0.0,20,4.0,6,0,3,0,2,3,3,2.25,4.37,2015
山本昌,中日,6.75,2,0,0,0,0,0.0,7,1.1,1,0,2,0,2,1,1,2.25,4.62,2015
小嶋　達也,阪神,7.00,5,0,0,0,0,0.0,42,9.0,9,2,5,0,6,7,7,1.56,6.34,2015
石崎　剛,阪神,7.15,8,0,0,0,1,0.0,54,11.1,12,1,8,1,11,9,9,1.76,4.71,2015
藤原　良平,西武,7.15,7,0,1,0,1,0.0,52,11.1,10,1,8,1,7,9,9,1.59,5.41,2015
濱矢　廣大,楽天,7.20,8,0,0,0,0,0.0,57,10.0,19,2,9,0,14,10,8,2.80,5.62,2015
小石　博孝,西武,7.20,3,0,0,0,0,0.0,23,5.0,5,2,0,2,5,6,4,1.00,7.52,2015
林　昌範,DeNA,7.23,24,1,1,0,4,0.5,89,18.2,26,1,6,0,10,15,15,1.71,3.55,2015
金田　和之,阪神,7.45,10,1,0,0,0,1.0,53,9.2,19,1,6,0,8,11,8,2.59,4.67,2015
高木　伴,オリックス,7.45,7,0,0,0,0,0.0,52,9.2,18,1,9,0,6,9,8,2.79,5.71,2015
濱田　達郎,中日,7.47,4,0,3,0,0,0.0,72,15.2,10,3,16,0,9,13,13,1.66,7.52,2015
馬原　孝浩,オリックス,7.56,9,1,1,2,0,0.5,43,8.1,14,3,4,0,2,7,7,2.16,8.76,2015
斎藤　隆,楽天,7.71,3,0,0,0,0,0.0,12,2.1,5,1,1,0,1,2,2,2.57,9.12,2015
木村　優太,ロッテ,7.79,5,1,3,0,0,0.25,82,17.1,23,2,8,1,7,16,15,1.79,5.37,2015
加賀　繁,DeNA,7.88,9,0,0,0,3,0.0,37,8.0,11,2,3,0,6,7,7,1.75,6.00,2015
植松　優友,ロッテ,7.88,2,0,2,0,0,0.0,40,8.0,11,1,7,1,8,7,7,2.25,5.75,2015
巽　真悟,ソフトバンク,8.31,7,1,0,0,0,1.0,61,13.0,15,3,8,0,8,12,12,1.77,6.74,2015
西宮　悠介,楽天,8.49,13,1,1,0,1,0.5,62,11.2,15,1,10,3,8,13,11,2.14,6.21,2015
桑原　謙太朗,阪神,8.53,6,0,0,0,0,0.0,34,6.1,9,1,6,0,5,6,6,2.37,6.44,2015
岡島　秀樹,DeNA,8.59,10,0,2,0,2,0.0,35,7.1,6,1,8,0,7,7,7,1.91,6.26,2015
高橋　尚成,DeNA,8.64,6,0,1,0,0,0.0,45,8.1,14,3,4,0,4,12,8,2.16,8.28,2015
島本　浩也,阪神,8.84,18,0,0,0,1,0.0,93,18.1,31,6,8,1,12,19,18,2.13,7.54,2015
榊原　諒,オリックス,9.00,7,0,1,0,0,0.0,23,5.0,5,0,3,0,5,5,5,1.60,2.92,2015
長谷部　康平,楽天,9.00,3,0,1,0,0,0.0,24,4.0,6,0,6,0,3,5,4,3.00,6.12,2015
西口　文也,西武,9.00,2,0,1,0,0,0.0,19,4.0,6,1,1,0,4,4,4,1.75,5.12,2015
武内　久士,広島,9.00,1,0,0,0,0,0.0,21,4.0,7,0,2,0,1,4,4,2.25,4.12,2015
木谷　良平,ヤクルト,9.00,2,0,0,0,0,0.0,15,3.0,6,2,0,0,2,3,3,2.00,10.45,2015
上野　大樹,ロッテ,9.00,2,1,0,0,0,1.0,9,2.0,2,0,1,0,3,2,2,1.50,1.62,2015
小川　龍也,中日,9.00,2,0,0,0,0,0.0,10,2.0,3,0,1,1,1,2,2,2.00,5.12,2015
西村　健太朗,巨人,9.00,1,0,0,0,0,0.0,4,1.0,1,1,0,0,0,1,1,1.00,16.12,2015
横山　貴明,楽天,9.77,7,0,2,0,0,0.0,81,15.2,27,3,9,1,6,17,17,2.30,6.57,2015
相沢　晋,楽天,9.82,5,0,1,0,0,0.0,41,7.1,11,0,7,2,1,10,8,2.45,6.53,2015
野村　亮介,中日,10.13,3,0,0,0,0,0.0,19,2.2,8,0,3,0,1,6,3,4.13,5.75,2015
榎田　大樹,阪神,10.38,8,0,0,0,0,0.0,42,8.2,9,1,4,1,8,11,10,1.50,4.50,2015
山本　雅士,中日,10.38,3,0,0,0,0,0.0,22,4.1,7,1,2,0,2,5,5,2.08,6.58,2015
今野　龍太,楽天,10.80,2,0,0,0,0,0.0,17,3.1,4,1,3,1,1,4,4,2.10,10.02,2015
中村　恭平,広島,10.80,1,0,1,0,0,0.0,18,3.1,7,1,1,0,3,5,4,2.40,6.12,2015
ウルフ,ソフトバンク,11.00,2,0,1,0,0,0.0,47,9.0,18,1,4,0,3,11,11,2.44,5.23,2015
加藤　康介,阪神,11.57,6,0,0,0,0,0.0,13,2.1,4,0,2,0,2,5,3,2.57,2.69,2015
田中　英祐,ロッテ,13.50,2,0,1,0,0,0.0,37,6.0,12,0,7,0,5,9,9,3.17,4.95,2015
大塚　尚仁,楽天,13.50,5,0,0,0,0,0.0,21,4.0,7,1,2,0,2,6,6,2.25,6.87,2015
矢貫　俊之,巨人,13.50,3,0,0,0,0,0.0,8,1.1,3,0,1,0,2,2,2,3.00,2.37,2015
小野　郁,楽天,14.40,4,0,0,0,0,0.0,27,5.0,10,1,4,1,0,8,8,2.80,8.72,2015
朝倉　健太,中日,14.54,4,0,0,0,0,0.0,23,4.1,8,1,2,0,1,7,7,2.31,7.04,2015
ミゲル・メヒア,西武,14.73,4,0,0,0,0,0.0,23,3.2,10,1,3,0,4,6,6,3.55,6.94,2015
比嘉　幹貴,オリックス,16.20,8,0,0,0,2,0.0,34,5.0,16,1,2,1,5,9,9,3.60,4.92,2015
森本　将太,オリックス,18.00,2,0,0,0,0,0.0,15,2.0,4,2,4,1,2,4,4,4.00,21.62,2015
岩橋　慶侍,ヤクルト,18.00,1,0,0,0,0,0.0,6,1.0,2,1,1,0,0,2,2,3.00,19.12,2015
坂寄　晴一,オリックス,27.00,1,0,0,0,0,0.0,5,0.2,2,0,1,0,1,2,2,4.50,4.62,2015
河内　貴哉,広島,27.00,1,0,0,0,0,0.0,3,0.1,2,0,0,0,0,1,1,6.00,3.12,2015
ビロウ,DeNA,33.75,1,0,1,0,0,0.0,11,1.1,2,0,5,0,0,5,5,5.25,14.37,2015
金伏　ウーゴ,ヤクルト,36.00,1,0,0,0,0,0.0,9,1.0,4,0,1,0,0,4,4,5.00,6.12,2015
浜田　智博,中日,40.50,1,0,0,0,0,0.0,7,0.2,5,2,0,0,2,3,3,7.50,36.12,2015
鈴木　優,オリックス,54.00,1,0,0,0,0,0.0,3,0.1,2,0,0,0,0,2,2,6.00,3.12,2015
田中　豊樹,日本ハム,0.0,4,0,0,0,1,0.0,14,3.1,2,0,3,0,2,0,0,1.5,4.62,2016
飯田　哲矢,広島,0.0,2,0,0,0,0,0.0,14,3.1,4,0,0,0,4,0,0,1.2,0.72,2016
國場　翼,西武,0.0,2,0,0,0,0,0.0,12,3.0,2,0,3,0,4,0,0,1.67,3.45,2016
近藤　大亮,オリックス,0.0,1,0,0,0,0,0.0,16,3.0,4,0,1,0,2,1,0,1.67,2.79,2016
松本　直晃,西武,0.0,2,0,0,0,0,0.0,12,2.2,3,0,2,0,1,0,0,1.88,4.62,2016
乾　真大,巨人,0.0,2,0,0,0,0,0.0,12,2.1,1,0,2,0,3,2,0,1.29,3.12,2016
宮﨑　敦次,ロッテ,0.0,2,0,0,0,0,0.0,6,2.0,0,0,0,0,2,0,0,0.0,1.12,2016
デラバー,広島,0.0,2,0,0,0,0,0.0,6,2.0,0,0,0,0,4,0,0,0.0,-0.88,2016
上原　健太,日本ハム,0.0,1,0,0,0,1,0.0,4,1.0,1,0,0,0,1,0,0,1.0,1.12,2016
瀬川　隼郎,日本ハム,0.0,1,0,0,0,0,0.0,3,1.0,0,0,1,0,0,0,0,1.0,6.12,2016
石川　直也,日本ハム,0.0,1,0,0,0,1,0.0,4,1.0,0,0,1,0,0,0,0,1.0,6.12,2016
望月　惇志,阪神,0.0,1,0,0,0,0,0.0,4,1.0,1,0,0,0,1,0,0,1.0,1.12,2016
金平　将至,日本ハム,0.0,1,0,0,0,0,0.0,4,0.2,0,0,1,1,0,0,0,1.5,12.12,2016
雄太,中日,0.0,1,0,0,0,0,0.0,1,0.1,0,0,0,0,0,0,0,0.0,3.12,2016
岩田　慎司,中日,0.0,1,0,0,0,0,0.0,1,0.1,0,0,0,0,0,0,0,0.0,3.12,2016
武田　勝,日本ハム,0.0,1,0,0,0,0,0.0,1,0.1,0,0,0,0,1,0,0,0.0,-2.88,2016
山内　壮馬,楽天,0.0,1,0,0,0,0,0.0,1,0.1,0,0,0,0,0,0,0,0.0,3.12,2016
松田　遼馬,阪神,1.0,22,1,0,0,1,1.0,102,27.0,14,2,9,0,26,3,3,0.85,2.93,2016
マーティン,日本ハム,1.07,52,2,0,21,19,1.0,182,50.2,25,2,7,0,57,8,6,0.63,1.8,2016
藤岡　好明,DeNA,1.13,9,0,1,0,2,0.0,31,8.0,7,0,2,0,3,2,1,1.13,3.12,2016
中﨑　翔太,広島,1.32,61,3,4,34,7,0.429,251,61.1,50,2,19,2,54,11,9,1.13,2.71,2016
内　竜也,ロッテ,1.39,34,3,1,1,19,0.75,125,32.1,17,3,12,0,34,5,5,0.9,3.24,2016
豊田　拓矢,西武,1.5,6,0,0,0,0,0.0,29,6.0,7,0,3,0,7,1,1,1.67,2.29,2016
大隣　憲司,ソフトバンク,1.5,1,1,0,0,0,1.0,25,6.0,4,0,2,2,4,1,1,1.0,3.79,2016
八木　智哉,中日,1.5,1,0,0,0,0,0.0,22,6.0,3,1,2,0,2,1,1,0.83,5.62,2016
宮西　尚生,日本ハム,1.52,58,3,1,2,39,0.75,190,47.1,28,0,22,5,36,11,8,1.06,3.25,2016
牧田　和久,西武,1.6,50,7,1,0,25,0.875,312,78.2,54,3,16,10,43,15,14,0.89,3.44,2016
石井　裕也,日本ハム,1.65,22,0,0,0,12,0.0,63,16.1,11,0,4,0,16,3,3,0.92,1.9,2016
増田　達至,西武,1.66,53,3,5,28,5,0.375,232,54.1,51,1,15,2,53,13,10,1.21,2.07,2016
石崎　剛,阪神,1.69,10,0,0,0,3,0.0,42,10.2,6,0,7,0,6,2,2,1.22,3.96,2016
髙橋　朋己,西武,1.69,7,1,0,1,3,1.0,23,5.1,5,0,3,0,2,1,1,1.5,4.06,2016
ジャクソン,広島,1.71,67,5,4,0,37,0.556,271,68.1,46,4,23,0,89,15,13,1.01,2.29,2016
大石　達也,西武,1.71,36,1,0,0,3,1.0,126,31.2,18,2,16,0,36,6,6,1.07,3.18,2016
マテオ,阪神,1.8,52,1,3,20,7,0.25,226,55.0,40,2,24,2,56,12,11,1.16,2.92,2016
一岡　竜司,広島,1.82,27,1,1,0,5,0.5,96,24.2,16,0,10,0,21,5,5,1.05,2.63,2016
益田　直也,ロッテ,1.83,61,3,2,14,21,0.6,238,59.0,53,2,16,0,36,13,12,1.17,3.05,2016
大谷　翔平,日本ハム,1.86,21,10,4,0,1,0.714,548,140.0,89,4,45,8,174,33,29,0.96,2.14,2016
サファテ,ソフトバンク,1.88,64,0,7,43,8,0.0,237,62.1,40,4,11,0,73,15,13,0.82,2.09,2016
平野　佳寿,オリックス,1.92,58,4,4,31,8,0.5,237,61.0,44,2,16,1,57,13,13,0.98,2.51,2016
岩嵜　翔,ソフトバンク,1.95,35,4,2,1,9,0.667,347,87.2,77,6,17,0,61,22,19,1.07,3.2,2016
森福　允彦,ソフトバンク,2.0,50,2,1,0,16,0.667,105,27.0,23,1,2,3,23,7,6,0.93,2.45,2016
菅野　智之,巨人,2.01,26,9,6,0,0,0.6,726,183.1,156,12,26,4,189,46,41,0.99,2.4,2016
藤原　良平,西武,2.08,10,2,0,0,1,1.0,52,13.0,11,0,3,1,9,3,3,1.08,2.66,2016
大山　暁史,オリックス,2.08,3,0,0,0,0,0.0,27,4.1,6,0,5,2,2,8,1,2.54,7.04,2016
ドリス,阪神,2.12,34,3,3,8,9,0.5,138,34.0,19,0,16,2,36,11,8,1.03,2.5,2016
ジョンソン,広島,2.15,26,15,7,0,0,0.682,736,180.1,154,11,49,3,141,50,43,1.13,3.18,2016
石川　歩,ロッテ,2.16,23,14,5,0,0,0.737,643,162.1,142,16,22,6,104,40,39,1.01,3.64,2016
秋吉　亮,ヤクルト,2.19,70,3,4,19,10,0.429,279,70.0,50,6,15,6,68,17,17,0.93,3.06,2016
南川　忠亮,西武,2.25,4,0,0,0,0,0.0,19,4.0,3,0,4,0,1,1,1,1.75,5.62,2016
小川　龍也,中日,2.27,44,1,1,0,9,0.5,126,31.2,21,1,9,3,34,10,8,0.95,2.52,2016
谷元　圭介,日本ハム,2.32,58,3,2,3,28,0.6,206,50.1,41,4,16,1,44,14,13,1.13,3.42,2016
マシソン,巨人,2.36,70,8,4,1,41,0.667,325,80.0,65,7,22,1,98,27,21,1.09,2.67,2016
高梨　裕稔,日本ハム,2.38,37,10,2,0,1,0.833,439,109.2,79,6,36,4,86,30,29,1.05,3.36,2016
ミコライオ,楽天,2.38,45,5,1,0,23,0.833,181,45.1,37,3,6,4,29,13,12,0.95,3.36,2016
金刃　憲人,楽天,2.38,54,3,1,0,14,0.75,170,41.2,31,1,14,2,25,13,11,1.08,3.31,2016
増井　浩俊,日本ハム,2.44,30,10,3,10,1,0.769,333,81.0,71,5,26,3,71,22,22,1.2,3.17,2016
今村　猛,広島,2.44,67,3,4,2,22,0.429,299,73.2,60,3,22,0,87,20,20,1.11,2.18,2016
田島　慎二,中日,2.44,59,3,4,17,18,0.429,248,59.0,50,5,25,3,61,16,16,1.27,3.53,2016
マイコラス,巨人,2.45,14,4,2,0,0,0.667,381,91.2,84,10,23,4,84,35,25,1.17,3.59,2016
田中　健二朗,DeNA,2.45,61,5,3,0,23,0.625,197,44.0,46,2,18,1,39,16,12,1.45,3.03,2016
オンドルセク,ヤクルト,2.45,30,3,1,11,2,0.75,121,29.1,23,0,11,0,29,10,8,1.16,2.17,2016
伊藤　和雄,阪神,2.45,5,0,0,0,0,0.0,33,7.1,9,0,3,0,9,4,2,1.64,1.89,2016
岸　孝之,西武,2.49,19,9,7,0,0,0.563,541,130.1,123,8,36,1,104,42,36,1.22,3.17,2016
阿知羅　拓馬,中日,2.51,13,0,0,0,0,0.0,59,14.1,12,2,4,1,14,4,4,1.12,4.03,2016
安藤　優也,阪神,2.53,50,0,1,0,11,0.0,164,42.2,29,4,12,0,24,13,12,0.96,4.06,2016
藤岡　貴裕,ロッテ,2.55,32,1,1,0,6,0.5,179,42.1,35,6,17,1,32,18,12,1.23,4.73,2016
サターホワイト,阪神,2.57,20,1,1,0,6,0.5,88,21.0,19,0,8,0,18,8,6,1.29,2.55,2016
岡本　健,ソフトバンク,2.57,13,0,0,0,0,0.0,60,14.0,10,0,8,0,10,4,4,1.29,3.41,2016
野川　拓斗,DeNA,2.57,6,0,0,0,0,0.0,34,7.0,7,0,6,1,7,6,2,1.86,4.12,2016
菊池　雄星,西武,2.58,22,12,7,0,0,0.632,595,143.0,117,7,67,2,127,51,41,1.29,3.43,2016
千賀　滉大,ソフトバンク,2.61,25,12,3,0,0,0.8,681,169.0,125,16,53,6,181,52,49,1.05,3.26,2016
三上　朋也,DeNA,2.61,59,2,4,2,32,0.333,241,58.2,47,7,18,2,36,21,17,1.11,4.36,2016
薮田　和樹,広島,2.61,16,3,1,0,0,0.75,137,31.0,21,3,22,2,21,9,9,1.39,5.35,2016
矢貫　俊之,巨人,2.61,8,0,0,0,0,0.0,42,10.1,10,0,5,0,11,3,3,1.45,2.44,2016
白村　明弘,日本ハム,2.63,22,3,1,0,1,0.75,101,24.0,20,3,14,1,19,7,7,1.42,5.04,2016
澤村　拓一,巨人,2.66,63,6,4,37,4,0.6,271,64.1,60,5,22,1,55,20,19,1.27,3.49,2016
吉田　一将,オリックス,2.66,54,5,2,1,21,0.714,204,50.2,37,4,16,3,36,17,15,1.05,3.85,2016
塚原　頌平,オリックス,2.67,54,4,1,0,13,0.8,240,54.0,44,5,31,2,40,18,16,1.39,4.68,2016
須田　幸太,DeNA,2.68,62,5,3,0,23,0.625,233,53.2,54,2,18,1,49,17,16,1.34,2.73,2016
野村　祐輔,広島,2.71,25,16,3,0,0,0.842,633,152.2,139,11,37,6,91,50,46,1.15,3.71,2016
福山　博之,楽天,2.71,69,4,5,0,19,0.444,294,69.2,65,2,19,5,30,24,21,1.21,3.67,2016
田口　麗斗,巨人,2.72,26,10,10,0,0,0.5,668,162.0,150,15,49,6,126,54,49,1.23,3.79,2016
南　昌輝,ロッテ,2.74,57,5,4,0,16,0.556,253,62.1,48,4,19,1,58,20,19,1.07,3.01,2016
田中　靖洋,ロッテ,2.76,17,0,1,0,1,0.0,68,16.1,16,2,5,2,11,5,5,1.29,4.65,2016
海田　智行,オリックス,2.78,50,1,3,0,15,0.25,185,45.1,40,1,12,0,31,14,14,1.15,2.7,2016
又吉　克樹,中日,2.8,62,6,6,0,16,0.5,239,54.2,58,3,17,3,55,22,17,1.37,2.92,2016
戸田　隆矢,広島,2.8,17,4,0,1,0,1.0,226,54.2,49,5,18,4,42,17,17,1.23,3.98,2016
小熊　凌祐,中日,2.8,14,5,2,0,0,0.714,231,54.2,43,4,29,1,25,17,17,1.32,4.75,2016
平井　諒,ヤクルト,2.81,33,1,1,0,7,0.5,132,32.0,27,2,10,0,24,12,10,1.16,3.37,2016
唐川　侑己,ロッテ,2.84,15,6,6,0,0,0.5,373,88.2,84,2,37,3,64,30,28,1.36,3.29,2016
山口　俊,DeNA,2.86,19,11,5,0,0,0.688,570,138.2,112,10,44,4,121,48,44,1.13,3.35,2016
岩貞　祐太,阪神,2.9,25,10,9,0,0,0.526,644,158.1,119,10,55,3,156,56,51,1.1,3.03,2016
則本　昂大,楽天,2.91,28,11,11,0,0,0.5,820,195.0,192,12,50,6,216,87,63,1.24,2.57,2016
ヘーゲンズ,広島,2.92,50,7,5,0,19,0.583,342,83.1,71,4,33,3,33,32,27,1.25,4.25,2016
今永　昇太,DeNA,2.93,22,8,9,0,0,0.471,541,135.1,108,16,38,2,136,47,44,1.08,3.51,2016
横山　雄哉,阪神,2.93,3,2,0,0,0,1.0,63,15.1,11,2,8,0,16,7,5,1.24,4.1,2016
有原　航平,日本ハム,2.94,22,11,9,0,0,0.55,640,156.0,150,13,38,2,103,52,51,1.21,3.63,2016
武田　翔太,ソフトバンク,2.95,27,14,8,0,0,0.636,769,183.0,163,12,70,5,144,71,60,1.27,3.63,2016
宮國　椋丞,巨人,2.95,34,4,1,0,6,0.8,162,39.2,38,6,9,0,14,14,13,1.18,5.06,2016
森　唯斗,ソフトバンク,2.98,56,4,3,1,14,0.571,261,60.1,68,6,15,2,51,20,20,1.38,3.52,2016
東浜　巨,ソフトバンク,3.0,23,9,6,0,0,0.6,545,135.0,113,13,37,2,100,49,45,1.11,3.76,2016
歳内　宏明,阪神,3.0,9,0,0,0,2,0.0,41,9.0,8,1,5,0,3,4,3,1.44,5.56,2016
涌井　秀章,ロッテ,3.01,26,10,7,0,0,0.588,793,188.2,195,15,48,4,118,73,63,1.29,3.73,2016
メッセンジャー,阪神,3.01,28,12,11,0,0,0.522,791,185.1,178,11,60,1,177,73,62,1.28,2.94,2016
中田　賢一,ソフトバンク,3.01,17,7,3,0,0,0.7,377,89.2,64,9,49,5,67,31,30,1.26,4.74,2016
岡田　明丈,広島,3.02,18,4,3,0,1,0.571,375,89.1,89,6,25,0,60,34,30,1.28,3.49,2016
和田　毅,ソフトバンク,3.04,24,15,5,0,0,0.75,662,163.0,138,22,38,5,157,58,55,1.08,3.74,2016
ウルフ,西武,3.04,4,4,0,0,0,1.0,96,23.2,26,3,4,1,8,9,8,1.27,4.73,2016
ルーキ,ヤクルト,3.06,69,6,6,0,33,0.5,277,64.2,66,6,20,5,60,26,22,1.33,3.58,2016
吉見　一起,中日,3.08,21,6,7,0,0,0.462,535,131.1,134,11,27,0,81,49,45,1.23,3.55,2016
黒田　博樹,広島,3.09,24,10,8,0,0,0.556,623,151.2,152,14,30,3,98,54,52,1.2,3.62,2016
赤間　謙,オリックス,3.09,24,0,1,0,1,0.0,155,35.0,26,2,24,1,19,17,12,1.43,4.83,2016
石田　健大,DeNA,3.12,25,9,4,0,0,0.692,608,153.0,128,21,36,1,132,53,53,1.07,3.88,2016
祖父江　大輔,中日,3.14,46,0,4,0,12,0.0,177,43.0,32,3,18,2,31,18,15,1.16,3.98,2016
近藤　一樹,ヤクルト,3.18,8,0,0,0,0,0.0,54,11.1,14,0,6,2,10,5,4,1.76,3.21,2016
スアレス,ソフトバンク,3.19,58,2,6,1,26,0.25,223,53.2,49,5,18,1,64,21,19,1.25,2.84,2016
岡田　俊哉,中日,3.2,57,3,1,0,13,0.75,273,64.2,62,4,18,2,66,28,23,1.24,2.81,2016
西村　健太朗,巨人,3.21,27,0,0,0,2,0.0,134,28.0,30,2,16,5,25,11,10,1.64,4.51,2016
藤浪　晋太郎,阪神,3.25,26,7,11,0,0,0.389,734,169.0,152,11,70,8,176,78,61,1.31,3.27,2016
松葉　貴大,オリックス,3.26,28,7,9,0,0,0.438,563,132.2,128,10,41,3,82,52,48,1.27,3.86,2016
青柳　晃洋,阪神,3.29,13,4,5,0,0,0.444,289,68.1,41,1,40,8,52,31,25,1.19,3.9,2016
